revenue_id,origination_id,partner_id,recognition_period,revenue_recognized_usd,cumulative_revenue_recognized_usd,recognition_method
REV-0001690,ORG-200514,PTR-003,2025-10,3793.88,7587.76,straight_line_fee_recognition
REV-0001691,ORG-200514,PTR-003,2025-11,3793.88,11381.64,straight_line_fee_recognition
REV-0001692,ORG-200515,PTR-006,2023-03,2678.47,2678.47,straight_line_fee_recognition
REV-0001693,ORG-200515,PTR-006,2023-04,2678.47,5356.94,straight_line_fee_recognition
REV-0001694,ORG-200515,PTR-006,2023-05,2678.47,8035.41,straight_line_fee_recognition
REV-0001695,ORG-200515,PTR-006,2023-06,2678.47,10713.88,straight_line_fee_recognition
REV-0001696,ORG-200516,PTR-006,2023-02,3888.29,3888.29,straight_line_fee_recognition
REV-0001697,ORG-200516,PTR-006,2023-03,3888.29,7776.58,straight_line_fee_recognition
REV-0001698,ORG-200516,PTR-006,2023-04,3888.29,11664.87,straight_line_fee_recognition
REV-0001699,ORG-200517,PTR-002,2025-05,1875.77,1875.77,straight_line_fee_recognition
REV-0001700,ORG-200517,PTR-002,2025-06,1875.77,3751.54,straight_line_fee_recognition
REV-0001701,ORG-200517,PTR-002,2025-07,1875.77,5627.31,straight_line_fee_recognition
REV-0001702,ORG-200518,PTR-006,2023-02,240.12,240.12,straight_line_fee_recognition
REV-0001703,ORG-200518,PTR-006,2023-03,240.12,480.24,straight_line_fee_recognition
REV-0001704,ORG-200519,PTR-004,2023-02,513.08,513.08,straight_line_fee_recognition
REV-0001705,ORG-200519,PTR-004,2023-03,513.08,1026.16,straight_line_fee_recognition
REV-0001706,ORG-200520,PTR-001,2023-10,7002.57,7002.57,straight_line_fee_recognition
REV-0001707,ORG-200520,PTR-001,2023-11,7002.57,14005.14,straight_line_fee_recognition
REV-0001708,ORG-200520,PTR-001,2023-12,7002.57,21007.71,straight_line_fee_recognition
REV-0001709,ORG-200520,PTR-001,2024-01,7002.57,28010.28,straight_line_fee_recognition
REV-0001710,ORG-200520,PTR-001,2024-02,7002.57,35012.85,straight_line_fee_recognition
REV-0001711,ORG-200521,PTR-003,2024-10,407.93,407.93,straight_line_fee_recognition
REV-0001712,ORG-200521,PTR-003,2024-11,407.93,815.86,straight_line_fee_recognition
REV-0001713,ORG-200521,PTR-003,2024-12,407.93,1223.79,straight_line_fee_recognition
REV-0001714,ORG-200522,PTR-005,2025-03,2309.8,2309.8,straight_line_fee_recognition
REV-0001715,ORG-200522,PTR-005,2025-04,2309.8,4619.6,straight_line_fee_recognition
REV-0001716,ORG-200523,PTR-002,2025-09,3924.84,3924.84,straight_line_fee_recognition
REV-0001717,ORG-200523,PTR-002,2025-10,3924.84,7849.68,straight_line_fee_recognition
REV-0001718,ORG-200523,PTR-002,2025-11,3924.84,11774.52,straight_line_fee_recognition
REV-0001719,ORG-200524,PTR-006,2025-01,1135.06,1135.06,straight_line_fee_recognition
REV-0001720,ORG-200524,PTR-006,2025-02,1135.06,2270.12,straight_line_fee_recognition
REV-0001721,ORG-200524,PTR-006,2025-03,1135.06,3405.18,straight_line_fee_recognition
REV-0001722,ORG-200524,PTR-006,2025-04,1135.06,4540.24,straight_line_fee_recognition
REV-0001723,ORG-200525,PTR-004,2025-08,324.25,324.25,straight_line_fee_recognition
REV-0001724,ORG-200525,PTR-004,2025-09,324.25,648.5,straight_line_fee_recognition
REV-0001725,ORG-200526,PTR-001,2022-09,956.4,956.4,straight_line_fee_recognition
REV-0001726,ORG-200527,PTR-006,2026-05,1228.2,1228.2,straight_line_fee_recognition
REV-0001727,ORG-200527,PTR-006,2026-06,1228.2,2456.4,straight_line_fee_recognition
REV-0001728,ORG-200527,PTR-006,2026-07,1228.2,3684.6,straight_line_fee_recognition
REV-0001729,ORG-200528,PTR-005,2024-11,657.64,657.64,straight_line_fee_recognition
REV-0001730,ORG-200528,PTR-005,2024-12,657.64,1315.28,straight_line_fee_recognition
REV-0001731,ORG-200528,PTR-005,2025-01,657.64,1972.92,straight_line_fee_recognition
REV-0001732,ORG-200529,PTR-001,2025-12,1346.81,1346.81,straight_line_fee_recognition
REV-0001733,ORG-200529,PTR-001,2026-01,1346.81,2693.62,straight_line_fee_recognition
REV-0001734,ORG-200529,PTR-001,2026-02,1346.81,4040.43,straight_line_fee_recognition
REV-0001735,ORG-200530,PTR-003,2023-01,2807.26,2807.26,straight_line_fee_recognition
REV-0001736,ORG-200531,PTR-003,2022-04,2255.47,2255.47,straight_line_fee_recognition
REV-0001737,ORG-200531,PTR-003,2022-05,2255.47,4510.94,straight_line_fee_recognition
REV-0001738,ORG-200531,PTR-003,2022-06,2255.47,6766.41,straight_line_fee_recognition
REV-0001739,ORG-200531,PTR-003,2022-07,2255.47,9021.88,straight_line_fee_recognition
REV-0001740,ORG-200531,PTR-003,2022-08,2255.47,11277.35,straight_line_fee_recognition
REV-0001741,ORG-200531,PTR-003,2022-09,2255.47,13532.82,straight_line_fee_recognition
REV-0001742,ORG-200531,PTR-003,2022-10,2255.47,15788.29,straight_line_fee_recognition
REV-0001743,ORG-200532,PTR-002,2022-07,537.93,537.93,straight_line_fee_recognition
REV-0001744,ORG-200532,PTR-002,2022-08,537.93,1075.86,straight_line_fee_recognition
REV-0001745,ORG-200532,PTR-002,2022-09,537.93,1613.79,straight_line_fee_recognition
REV-0001746,ORG-200533,PTR-004,2023-03,3218.02,3218.02,straight_line_fee_recognition
REV-0001747,ORG-200533,PTR-004,2023-04,3218.02,6436.04,straight_line_fee_recognition
REV-0001748,ORG-200533,PTR-004,2023-05,3218.02,9654.06,straight_line_fee_recognition
REV-0001749,ORG-200534,PTR-004,2025-02,1801.18,1801.18,straight_line_fee_recognition
REV-0001750,ORG-200534,PTR-004,2025-03,1801.18,3602.36,straight_line_fee_recognition
REV-0001751,ORG-200534,PTR-004,2025-04,1801.18,5403.54,straight_line_fee_recognition
REV-0001752,ORG-200535,PTR-003,2025-03,325.13,325.13,straight_line_fee_recognition
REV-0001753,ORG-200535,PTR-003,2025-04,325.13,650.26,straight_line_fee_recognition
REV-0001754,ORG-200536,PTR-003,2022-06,652.91,652.91,straight_line_fee_recognition
REV-0001755,ORG-200536,PTR-003,2022-07,652.91,1305.82,straight_line_fee_recognition
REV-0001756,ORG-200536,PTR-003,2022-08,652.91,1958.73,straight_line_fee_recognition
REV-0001757,ORG-200536,PTR-003,2022-09,652.91,2611.64,straight_line_fee_recognition
REV-0001758,ORG-200537,PTR-003,2025-05,169.0,169.0,straight_line_fee_recognition
REV-0001759,ORG-200537,PTR-003,2025-06,169.0,338.0,straight_line_fee_recognition
REV-0001760,ORG-200538,PTR-001,2026-05,2678.67,2678.67,straight_line_fee_recognition
REV-0001761,ORG-200538,PTR-001,2026-06,2678.67,5357.34,straight_line_fee_recognition
REV-0001762,ORG-200538,PTR-001,2026-07,2678.67,8036.01,straight_line_fee_recognition
REV-0001763,ORG-200539,PTR-001,2022-01,1758.48,1758.48,straight_line_fee_recognition
REV-0001764,ORG-200539,PTR-001,2022-02,1758.48,3516.96,straight_line_fee_recognition
REV-0001765,ORG-200540,PTR-002,2022-03,2315.04,2315.04,straight_line_fee_recognition
REV-0001766,ORG-200540,PTR-002,2022-04,2315.04,4630.08,straight_line_fee_recognition
REV-0001767,ORG-200541,PTR-006,2024-09,1253.12,1253.12,straight_line_fee_recognition
REV-0001768,ORG-200541,PTR-006,2024-10,1253.12,2506.24,straight_line_fee_recognition
REV-0001769,ORG-200542,PTR-001,2026-04,3349.53,3349.53,straight_line_fee_recognition
REV-0001770,ORG-200542,PTR-001,2026-05,3349.53,6699.06,straight_line_fee_recognition
REV-0001771,ORG-200543,PTR-001,2023-10,1585.58,1585.58,straight_line_fee_recognition
REV-0001772,ORG-200543,PTR-001,2023-11,1585.58,3171.16,straight_line_fee_recognition
REV-0001773,ORG-200544,PTR-002,2022-09,2744.84,2744.84,straight_line_fee_recognition
REV-0001774,ORG-200544,PTR-002,2022-10,2744.84,5489.68,straight_line_fee_recognition
REV-0001775,ORG-200545,PTR-003,2025-01,2577.91,2577.91,straight_line_fee_recognition
REV-0001776,ORG-200545,PTR-003,2025-02,2577.91,5155.82,straight_line_fee_recognition
REV-0001777,ORG-200545,PTR-003,2025-03,2577.91,7733.73,straight_line_fee_recognition
REV-0001778,ORG-200546,PTR-001,2025-02,1494.57,1494.57,straight_line_fee_recognition
REV-0001779,ORG-200546,PTR-001,2025-03,1494.57,2989.14,straight_line_fee_recognition
REV-0001780,ORG-200547,PTR-005,2024-03,2041.02,2041.02,straight_line_fee_recognition
REV-0001781,ORG-200548,PTR-002,2025-08,1369.44,1369.44,straight_line_fee_recognition
REV-0001782,ORG-200548,PTR-002,2025-09,1369.44,2738.88,straight_line_fee_recognition
REV-0001783,ORG-200548,PTR-002,2025-10,1369.44,4108.32,straight_line_fee_recognition
REV-0001784,ORG-200549,PTR-002,2024-07,1713.26,1713.26,straight_line_fee_recognition
REV-0001785,ORG-200549,PTR-002,2024-08,1713.26,3426.52,straight_line_fee_recognition
REV-0001786,ORG-200550,PTR-002,2025-09,2166.91,2166.91,straight_line_fee_recognition
REV-0001787,ORG-200550,PTR-002,2025-10,2166.91,4333.82,straight_line_fee_recognition
REV-0001788,ORG-200550,PTR-002,2025-10,2166.91,6500.73,straight_line_fee_recognition
REV-0001789,ORG-200551,PTR-003,2022-08,719.26,719.26,straight_line_fee_recognition
REV-0001790,ORG-200551,PTR-003,2022-09,719.26,1438.52,straight_line_fee_recognition
REV-0001791,ORG-200551,PTR-003,2022-10,719.26,2157.78,straight_line_fee_recognition
REV-0001792,ORG-200551,PTR-003,2022-11,719.26,2877.04,straight_line_fee_recognition
REV-0001793,ORG-200551,PTR-003,2022-12,719.26,3596.3,straight_line_fee_recognition
REV-0001794,ORG-200552,PTR-004,2024-03,2908.93,2908.93,straight_line_fee_recognition
REV-0001795,ORG-200552,PTR-004,2024-04,2908.93,5817.86,straight_line_fee_recognition
REV-0001796,ORG-200553,PTR-006,2022-08,320.42,320.42,straight_line_fee_recognition
REV-0001797,ORG-200553,PTR-006,2022-09,320.42,640.84,straight_line_fee_recognition
REV-0001798,ORG-200554,PTR-005,2024-05,1083.53,1083.53,straight_line_fee_recognition
REV-0001799,ORG-200554,PTR-005,2024-06,1083.53,2167.06,straight_line_fee_recognition
REV-0001800,ORG-200555,PTR-003,2022-12,4559.95,4559.95,straight_line_fee_recognition
REV-0001801,ORG-200555,PTR-003,2023-01,4559.95,9119.9,straight_line_fee_recognition
REV-0001802,ORG-200556,PTR-002,2023-11,2841.41,2841.41,straight_line_fee_recognition
REV-0001803,ORG-200556,PTR-002,2023-12,2841.41,5682.82,straight_line_fee_recognition
REV-0001804,ORG-200556,PTR-002,2024-01,2841.41,8524.23,straight_line_fee_recognition
REV-0001805,ORG-200556,PTR-002,2024-02,2841.41,11365.64,straight_line_fee_recognition
REV-0001806,ORG-200557,PTR-001,2022-03,1723.35,1723.35,straight_line_fee_recognition
REV-0001807,ORG-200557,PTR-001,2022-04,1723.35,3446.7,straight_line_fee_recognition
REV-0001808,ORG-200557,PTR-001,2022-05,1723.35,5170.05,straight_line_fee_recognition
REV-0001809,ORG-200557,PTR-001,2022-06,1723.35,6893.4,straight_line_fee_recognition
REV-0001810,ORG-200557,PTR-001,2022-07,1723.35,8616.75,straight_line_fee_recognition
REV-0001811,ORG-200557,PTR-001,2022-08,1723.35,10340.1,straight_line_fee_recognition
REV-0001812,ORG-200558,PTR-003,2025-07,1098.17,1098.17,straight_line_fee_recognition
REV-0001813,ORG-200558,PTR-003,2025-08,1098.17,2196.34,straight_line_fee_recognition
REV-0001814,ORG-200559,PTR-005,2024-11,955.91,955.91,straight_line_fee_recognition
REV-0001815,ORG-200559,PTR-005,2024-12,955.91,1911.82,straight_line_fee_recognition
REV-0001816,ORG-200559,PTR-005,2025-01,955.91,2867.73,straight_line_fee_recognition
REV-0001817,ORG-200559,PTR-005,2025-02,955.91,3823.64,straight_line_fee_recognition
REV-0001818,ORG-200559,PTR-005,2025-03,955.91,4779.55,straight_line_fee_recognition
REV-0001819,ORG-200560,PTR-005,2022-08,1437.33,1437.33,straight_line_fee_recognition
REV-0001820,ORG-200560,PTR-005,2022-09,1437.33,2874.66,straight_line_fee_recognition
REV-0001821,ORG-200560,PTR-005,2022-10,1437.33,4311.99,straight_line_fee_recognition
REV-0001822,ORG-200561,PTR-001,2025-01,233.0,233.0,straight_line_fee_recognition
REV-0001823,ORG-200561,PTR-001,2025-02,233.0,466.0,straight_line_fee_recognition
REV-0001824,ORG-200562,PTR-002,2022-03,2062.84,2062.84,straight_line_fee_recognition
REV-0001825,ORG-200562,PTR-002,2022-04,2062.84,4125.68,straight_line_fee_recognition
REV-0001826,ORG-200562,PTR-002,2022-05,2062.84,6188.52,straight_line_fee_recognition
REV-0001827,ORG-200563,PTR-003,2022-01,2111.18,2111.18,straight_line_fee_recognition
REV-0001828,ORG-200563,PTR-003,2022-02,2111.18,4222.36,straight_line_fee_recognition
REV-0001829,ORG-200563,PTR-003,2022-03,2111.18,6333.54,straight_line_fee_recognition
REV-0001830,ORG-200563,PTR-003,2022-04,2111.18,8444.72,straight_line_fee_recognition
REV-0001831,ORG-200563,PTR-003,2022-05,2111.18,10555.9,straight_line_fee_recognition
REV-0001832,ORG-200563,PTR-003,2022-06,2111.18,12667.08,straight_line_fee_recognition
REV-0001833,ORG-200564,PTR-006,2024-10,2686.49,2686.49,straight_line_fee_recognition
REV-0001834,ORG-200564,PTR-006,2024-11,2686.49,5372.98,straight_line_fee_recognition
REV-0001835,ORG-200565,PTR-005,2025-05,1875.41,1875.41,straight_line_fee_recognition
REV-0001836,ORG-200565,PTR-005,2025-06,1875.41,3750.82,straight_line_fee_recognition
REV-0001837,ORG-200565,PTR-005,2025-07,1875.41,5626.23,straight_line_fee_recognition
REV-0001838,ORG-200565,PTR-005,2025-08,1875.41,7501.64,straight_line_fee_recognition
REV-0001839,ORG-200565,PTR-005,2025-09,1875.41,9377.05,straight_line_fee_recognition
REV-0001840,ORG-200566,PTR-002,2025-11,1121.96,1121.96,straight_line_fee_recognition
REV-0001841,ORG-200566,PTR-002,2025-12,1121.96,2243.92,straight_line_fee_recognition
REV-0001842,ORG-200566,PTR-002,2026-01,1121.96,3365.88,straight_line_fee_recognition
REV-0001843,ORG-200567,PTR-004,2023-06,1705.39,1705.39,straight_line_fee_recognition
REV-0001844,ORG-200567,PTR-004,2023-07,1705.39,3410.78,straight_line_fee_recognition
REV-0001845,ORG-200568,PTR-006,2024-11,370.01,370.01,straight_line_fee_recognition
REV-0001846,ORG-200569,PTR-004,2024-11,2899.14,2899.14,straight_line_fee_recognition
REV-0001847,ORG-200569,PTR-004,2024-12,2899.14,5798.28,straight_line_fee_recognition
REV-0001848,ORG-200570,PTR-006,2024-12,2404.91,2404.91,straight_line_fee_recognition
REV-0001849,ORG-200570,PTR-006,2025-01,2404.91,4809.82,straight_line_fee_recognition
REV-0001850,ORG-200570,PTR-006,2025-02,2404.91,7214.73,straight_line_fee_recognition
REV-0001851,ORG-200570,PTR-006,2025-03,2404.91,9619.64,straight_line_fee_recognition
REV-0001852,ORG-200571,PTR-003,2022-10,172.03,172.03,straight_line_fee_recognition
REV-0001853,ORG-200571,PTR-003,2022-11,172.03,344.06,straight_line_fee_recognition
REV-0001854,ORG-200571,PTR-003,2022-12,172.03,516.09,straight_line_fee_recognition
REV-0001855,ORG-200571,PTR-003,2023-01,172.03,688.12,straight_line_fee_recognition
REV-0001856,ORG-200571,PTR-003,2023-02,172.03,860.15,straight_line_fee_recognition
REV-0001857,ORG-200572,PTR-004,2022-07,1409.86,1409.86,straight_line_fee_recognition
REV-0001858,ORG-200572,PTR-004,2022-08,1409.86,2819.72,straight_line_fee_recognition
REV-0001859,ORG-200573,PTR-006,2025-01,4412.74,4412.74,straight_line_fee_recognition
REV-0001860,ORG-200573,PTR-006,2025-02,4412.74,8825.48,straight_line_fee_recognition
REV-0001861,ORG-200574,PTR-001,2023-01,1826.29,1826.29,straight_line_fee_recognition
REV-0001862,ORG-200574,PTR-001,2023-02,1826.29,3652.58,straight_line_fee_recognition
REV-0001863,ORG-200574,PTR-001,2023-03,1826.29,5478.87,straight_line_fee_recognition
REV-0001864,ORG-200574,PTR-001,2023-04,1826.29,7305.16,straight_line_fee_recognition
REV-0001865,ORG-200574,PTR-001,2023-05,1826.29,9131.45,straight_line_fee_recognition
REV-0001866,ORG-200575,PTR-002,2026-03,321.67,321.67,straight_line_fee_recognition
REV-0001867,ORG-200575,PTR-002,2026-04,321.67,643.34,straight_line_fee_recognition
REV-0001868,ORG-200575,PTR-002,2026-05,321.67,965.01,straight_line_fee_recognition
REV-0001869,ORG-200576,PTR-005,2025-01,4190.52,4190.52,straight_line_fee_recognition
REV-0001870,ORG-200577,PTR-002,2026-04,6052.35,6052.35,straight_line_fee_recognition
REV-0001871,ORG-200577,PTR-002,2026-05,6052.35,12104.7,straight_line_fee_recognition
REV-0001872,ORG-200577,PTR-002,2026-06,6052.35,18157.05,straight_line_fee_recognition
REV-0001873,ORG-200577,PTR-002,2026-07,6052.35,24209.4,straight_line_fee_recognition
REV-0001874,ORG-200578,PTR-004,2022-06,1029.03,1029.03,straight_line_fee_recognition
REV-0001875,ORG-200578,PTR-004,2022-07,1029.03,2058.06,straight_line_fee_recognition
REV-0001876,ORG-200578,PTR-004,2022-08,1029.03,3087.09,straight_line_fee_recognition
REV-0001877,ORG-200579,PTR-006,2026-02,2103.09,2103.09,straight_line_fee_recognition
REV-0001878,ORG-200580,PTR-002,2023-03,6186.97,6186.97,straight_line_fee_recognition
REV-0001879,ORG-200580,PTR-002,2023-04,6186.97,12373.94,straight_line_fee_recognition
REV-0001880,ORG-200581,PTR-001,2022-01,2546.35,2546.35,straight_line_fee_recognition
REV-0001881,ORG-200581,PTR-001,2022-02,2546.35,5092.7,straight_line_fee_recognition
REV-0001882,ORG-200581,PTR-001,2022-03,2546.35,7639.05,straight_line_fee_recognition
REV-0001883,ORG-200582,PTR-002,2022-10,273.09,273.09,straight_line_fee_recognition
REV-0001884,ORG-200582,PTR-002,2022-11,273.09,546.18,straight_line_fee_recognition
REV-0001885,ORG-200582,PTR-002,2022-12,273.09,819.27,straight_line_fee_recognition
REV-0001886,ORG-200582,PTR-002,2023-01,273.09,1092.36,straight_line_fee_recognition
REV-0001887,ORG-200583,PTR-003,2024-08,5538.45,5538.45,straight_line_fee_recognition
REV-0001888,ORG-200583,PTR-003,2024-09,5538.45,11076.9,straight_line_fee_recognition
REV-0001889,ORG-200583,PTR-003,2024-10,5538.45,16615.35,straight_line_fee_recognition
REV-0001890,ORG-200584,PTR-003,2025-04,1585.64,1585.64,straight_line_fee_recognition
REV-0001891,ORG-200584,PTR-003,2025-05,1585.64,3171.28,straight_line_fee_recognition
REV-0001892,ORG-200585,PTR-001,2022-08,5811.29,5811.29,straight_line_fee_recognition
REV-0001893,ORG-200585,PTR-001,2022-09,5811.29,11622.58,straight_line_fee_recognition
REV-0001894,ORG-200586,PTR-004,2022-11,2381.37,2381.37,straight_line_fee_recognition
REV-0001895,ORG-200586,PTR-004,2022-12,2381.37,4762.74,straight_line_fee_recognition
REV-0001896,ORG-200586,PTR-004,2023-01,2381.37,7144.11,straight_line_fee_recognition
REV-0001897,ORG-200586,PTR-004,2023-02,2381.37,9525.48,straight_line_fee_recognition
REV-0001898,ORG-200586,PTR-004,2023-03,2381.37,11906.85,straight_line_fee_recognition
REV-0001899,ORG-200586,PTR-004,2023-04,2381.37,14288.22,straight_line_fee_recognition
REV-0001900,ORG-200587,PTR-004,2025-01,762.35,762.35,straight_line_fee_recognition
REV-0001901,ORG-200587,PTR-004,2025-02,762.35,1524.7,straight_line_fee_recognition
REV-0001902,ORG-200588,PTR-001,2022-11,542.41,542.41,straight_line_fee_recognition
REV-0001903,ORG-200588,PTR-001,2022-12,542.41,1084.82,straight_line_fee_recognition
REV-0001904,ORG-200589,PTR-005,2022-10,286.45,286.45,straight_line_fee_recognition
REV-0001905,ORG-200589,PTR-005,2022-11,286.45,572.9,straight_line_fee_recognition
REV-0001906,ORG-200589,PTR-005,2022-12,286.45,859.35,straight_line_fee_recognition
REV-0001907,ORG-200589,PTR-005,2023-01,286.45,1145.8,straight_line_fee_recognition
REV-0001908,ORG-200590,PTR-003,2022-05,180.32,180.32,straight_line_fee_recognition
REV-0001909,ORG-200590,PTR-003,2022-06,180.32,360.64,straight_line_fee_recognition
REV-0001910,ORG-200590,PTR-003,2022-07,180.32,540.96,straight_line_fee_recognition
REV-0001911,ORG-200591,PTR-005,2025-07,955.75,955.75,straight_line_fee_recognition
REV-0001912,ORG-200591,PTR-005,2025-08,955.75,1911.5,straight_line_fee_recognition
REV-0001913,ORG-200592,PTR-006,2025-07,1155.8,1155.8,straight_line_fee_recognition
REV-0001914,ORG-200592,PTR-006,2025-08,1155.8,2311.6,straight_line_fee_recognition
REV-0001915,ORG-200592,PTR-006,2025-09,1155.8,3467.4,straight_line_fee_recognition
REV-0001916,ORG-200592,PTR-006,2025-10,1155.8,4623.2,straight_line_fee_recognition
REV-0001917,ORG-200592,PTR-006,2025-11,1155.8,5779.0,straight_line_fee_recognition
REV-0001918,ORG-200592,PTR-006,2025-12,1155.8,6934.8,straight_line_fee_recognition
REV-0001919,ORG-200592,PTR-006,2026-01,1155.8,8090.6,straight_line_fee_recognition
REV-0001920,ORG-200592,PTR-006,2026-02,1155.8,9246.4,straight_line_fee_recognition
REV-0001921,ORG-200593,PTR-004,2024-02,613.05,613.05,straight_line_fee_recognition
REV-0001922,ORG-200593,PTR-004,2024-03,613.05,1226.1,straight_line_fee_recognition
REV-0001923,ORG-200594,PTR-006,2025-10,253.04,253.04,straight_line_fee_recognition
REV-0001924,ORG-200594,PTR-006,2025-10,253.04,506.08,straight_line_fee_recognition
REV-0001925,ORG-200594,PTR-006,2025-11,253.04,759.12,straight_line_fee_recognition
REV-0001926,ORG-200595,PTR-001,2022-06,2898.91,2898.91,straight_line_fee_recognition
REV-0001927,ORG-200595,PTR-001,2022-07,2898.91,5797.82,straight_line_fee_recognition
REV-0001928,ORG-200595,PTR-001,2022-08,2898.91,8696.73,straight_line_fee_recognition
REV-0001929,ORG-200596,PTR-005,2022-08,1314.74,1314.74,straight_line_fee_recognition
REV-0001930,ORG-200596,PTR-005,2022-09,1314.74,2629.48,straight_line_fee_recognition
REV-0001931,ORG-200597,PTR-001,2022-09,1029.26,1029.26,straight_line_fee_recognition
REV-0001932,ORG-200597,PTR-001,2022-10,1029.26,2058.52,straight_line_fee_recognition
REV-0001933,ORG-200597,PTR-001,2022-11,1029.26,3087.78,straight_line_fee_recognition
REV-0001934,ORG-200597,PTR-001,2022-12,1029.26,4117.04,straight_line_fee_recognition
REV-0001935,ORG-200597,PTR-001,2023-01,1029.26,5146.3,straight_line_fee_recognition
REV-0001936,ORG-200597,PTR-001,2023-02,1029.26,6175.56,straight_line_fee_recognition
REV-0001937,ORG-200597,PTR-001,2023-03,1029.26,7204.82,straight_line_fee_recognition
REV-0001938,ORG-200597,PTR-001,2023-04,1029.26,8234.08,straight_line_fee_recognition
REV-0001939,ORG-200598,PTR-005,2025-10,1242.43,1242.43,straight_line_fee_recognition
REV-0001940,ORG-200598,PTR-005,2025-11,1242.43,2484.86,straight_line_fee_recognition
REV-0001941,ORG-200599,PTR-001,2025-08,1262.82,1262.82,straight_line_fee_recognition
REV-0001942,ORG-200599,PTR-001,2025-09,1262.82,2525.64,straight_line_fee_recognition
REV-0001943,ORG-200599,PTR-001,2025-10,1262.82,3788.46,straight_line_fee_recognition
REV-0001944,ORG-200599,PTR-001,2025-11,1262.82,5051.28,straight_line_fee_recognition
REV-0001945,ORG-200600,PTR-001,2024-03,422.85,422.85,straight_line_fee_recognition
REV-0001946,ORG-200600,PTR-001,2024-04,422.85,845.7,straight_line_fee_recognition
REV-0001947,ORG-200600,PTR-001,2024-05,422.85,1268.55,straight_line_fee_recognition
REV-0001948,ORG-200601,PTR-002,2022-08,2858.16,2858.16,straight_line_fee_recognition
REV-0001949,ORG-200601,PTR-002,2022-09,2858.16,5716.32,straight_line_fee_recognition
REV-0001950,ORG-200602,PTR-002,2024-01,135.67,135.67,straight_line_fee_recognition
REV-0001951,ORG-200602,PTR-002,2024-02,135.67,271.34,straight_line_fee_recognition
REV-0001952,ORG-200602,PTR-002,2024-03,135.67,407.01,straight_line_fee_recognition
REV-0001953,ORG-200602,PTR-002,2024-04,135.67,542.68,straight_line_fee_recognition
REV-0001954,ORG-200602,PTR-002,2024-05,135.67,678.35,straight_line_fee_recognition
REV-0001955,ORG-200602,PTR-002,2024-06,135.67,814.02,straight_line_fee_recognition
REV-0001956,ORG-200603,PTR-002,2024-10,6092.51,6092.51,straight_line_fee_recognition
REV-0001957,ORG-200603,PTR-002,2024-11,6092.51,12185.02,straight_line_fee_recognition
REV-0001958,ORG-200604,PTR-005,2023-10,3704.02,3704.02,straight_line_fee_recognition
REV-0001959,ORG-200604,PTR-005,2023-11,3704.02,7408.04,straight_line_fee_recognition
REV-0001960,ORG-200604,PTR-005,2023-12,3704.02,11112.06,straight_line_fee_recognition
REV-0001961,ORG-200605,PTR-004,2024-01,206.15,206.15,straight_line_fee_recognition
REV-0001962,ORG-200605,PTR-004,2024-02,206.15,412.3,straight_line_fee_recognition
REV-0001963,ORG-200606,PTR-005,2023-01,601.07,601.07,straight_line_fee_recognition
REV-0001964,ORG-200606,PTR-005,2023-02,601.07,1202.14,straight_line_fee_recognition
REV-0001965,ORG-200606,PTR-005,2023-03,601.07,1803.21,straight_line_fee_recognition
REV-0001966,ORG-200607,PTR-001,2025-03,2515.71,2515.71,straight_line_fee_recognition
REV-0001967,ORG-200607,PTR-001,2025-04,2515.71,5031.42,straight_line_fee_recognition
REV-0001968,ORG-200607,PTR-001,2025-05,2515.71,7547.13,straight_line_fee_recognition
REV-0001969,ORG-200608,PTR-004,2024-05,3064.51,3064.51,straight_line_fee_recognition
REV-0001970,ORG-200608,PTR-004,2024-06,3064.51,6129.02,straight_line_fee_recognition
REV-0001971,ORG-200609,PTR-005,2022-01,871.94,871.94,straight_line_fee_recognition
REV-0001972,ORG-200609,PTR-005,2022-02,871.94,1743.88,straight_line_fee_recognition
REV-0001973,ORG-200609,PTR-005,2022-03,871.94,2615.82,straight_line_fee_recognition
REV-0001974,ORG-200609,PTR-005,2022-04,871.94,3487.76,straight_line_fee_recognition
REV-0001975,ORG-200609,PTR-005,2022-05,871.94,4359.7,straight_line_fee_recognition
REV-0001976,ORG-200609,PTR-005,2022-06,871.94,5231.64,straight_line_fee_recognition
REV-0001977,ORG-200609,PTR-005,2022-07,871.94,6103.58,straight_line_fee_recognition
REV-0001978,ORG-200609,PTR-005,2022-08,871.94,6975.52,straight_line_fee_recognition
REV-0001979,ORG-200610,PTR-002,2022-08,3782.28,3782.28,straight_line_fee_recognition
REV-0001980,ORG-200610,PTR-002,2022-09,3782.28,7564.56,straight_line_fee_recognition
REV-0001981,ORG-200610,PTR-002,2022-10,3782.28,11346.84,straight_line_fee_recognition
REV-0001982,ORG-200611,PTR-004,2025-06,1784.33,1784.33,straight_line_fee_recognition
REV-0001983,ORG-200611,PTR-004,2025-07,1784.33,3568.66,straight_line_fee_recognition
REV-0001984,ORG-200612,PTR-001,2023-09,2118.15,2118.15,straight_line_fee_recognition
REV-0001985,ORG-200612,PTR-001,2023-10,2118.15,4236.3,straight_line_fee_recognition
REV-0001986,ORG-200613,PTR-006,2025-07,2701.76,2701.76,straight_line_fee_recognition
REV-0001987,ORG-200613,PTR-006,2025-08,2701.76,5403.52,straight_line_fee_recognition
REV-0001988,ORG-200613,PTR-006,2025-09,2701.76,8105.28,straight_line_fee_recognition
