repayment_id,origination_id,partner_id,payment_date,remittance_amount_usd,cumulative_repaid_usd,payment_method
RPY-0005301,ORG-200496,PTR-004,2024-02-11,2642.35,12064.4,manual_payment
RPY-0005302,ORG-200496,PTR-004,2024-02-18,2913.73,14978.13,ach_remittance
RPY-0005303,ORG-200496,PTR-004,2024-02-25,3145.43,18123.56,ach_remittance
RPY-0005304,ORG-200496,PTR-004,2024-03-03,2163.62,20287.18,ach_remittance
RPY-0005305,ORG-200497,PTR-005,2024-05-28,2469.6,2469.6,ach_remittance
RPY-0005306,ORG-200497,PTR-005,2024-06-04,2450.06,4919.66,ach_remittance
RPY-0005307,ORG-200497,PTR-005,2024-06-11,1708.64,6628.3,ach_remittance
RPY-0005308,ORG-200497,PTR-005,2024-06-18,1992.04,8620.34,ach_remittance
RPY-0005309,ORG-200497,PTR-005,2024-06-25,2568.45,11188.79,ach_remittance
RPY-0005310,ORG-200497,PTR-005,2024-07-02,2572.07,13760.86,ach_remittance
RPY-0005311,ORG-200497,PTR-005,2024-07-09,1624.05,15384.91,ach_remittance
RPY-0005312,ORG-200497,PTR-005,2024-07-16,2524.31,17909.22,ach_remittance
RPY-0005313,ORG-200497,PTR-005,2024-07-23,2809.5,20718.72,ach_remittance
RPY-0005314,ORG-200497,PTR-005,2024-07-30,2772.3,23491.02,ach_remittance
RPY-0005315,ORG-200497,PTR-005,2024-08-06,1496.62,24987.64,ach_remittance
RPY-0005316,ORG-200497,PTR-005,2024-08-13,1543.06,26530.7,ach_remittance
RPY-0005317,ORG-200497,PTR-005,2024-08-20,1579.7,28110.4,ach_remittance
RPY-0005318,ORG-200497,PTR-005,2024-08-27,2057.12,30167.52,ach_remittance
RPY-0005319,ORG-200497,PTR-005,2024-09-03,2495.39,32662.91,ach_remittance
RPY-0005320,ORG-200497,PTR-005,2024-09-10,1395.82,34058.73,ach_remittance
RPY-0005321,ORG-200497,PTR-005,2024-09-17,2102.81,36161.54,manual_payment
RPY-0005322,ORG-200497,PTR-005,2024-09-24,241.5,36403.04,ach_remittance
RPY-0005323,ORG-200498,PTR-002,2022-04-09,2275.62,2275.62,ach_remittance
RPY-0005324,ORG-200498,PTR-002,2022-04-16,1779.31,4054.93,ach_remittance
RPY-0005325,ORG-200498,PTR-002,2022-04-23,2637.67,6692.6,ach_remittance
RPY-0005326,ORG-200498,PTR-002,2022-04-30,2007.65,8700.25,ach_remittance
RPY-0005327,ORG-200498,PTR-002,2022-05-07,2920.92,11621.17,ach_remittance
RPY-0005328,ORG-200498,PTR-002,2022-05-14,3300.68,14921.85,ach_remittance
RPY-0005329,ORG-200498,PTR-002,2022-05-21,3603.85,18525.7,ach_remittance
RPY-0005330,ORG-200498,PTR-002,2022-05-28,2638.35,21164.05,manual_payment
RPY-0005331,ORG-200498,PTR-002,2022-06-04,1935.66,23099.71,ach_remittance
RPY-0005332,ORG-200498,PTR-002,2022-06-11,2606.86,25706.57,ach_remittance
RPY-0005333,ORG-200498,PTR-002,2022-06-18,2412.02,28118.59,ach_remittance
RPY-0005334,ORG-200498,PTR-002,2022-06-25,2287.72,30406.31,ach_remittance
RPY-0005335,ORG-200498,PTR-002,2022-07-02,3897.63,34303.94,ach_remittance
RPY-0005336,ORG-200498,PTR-002,2022-07-09,3230.28,37534.22,manual_payment
RPY-0005337,ORG-200498,PTR-002,2022-07-16,2926.51,40460.73,manual_payment
RPY-0005338,ORG-200498,PTR-002,2022-07-23,2862.09,43322.82,ach_remittance
RPY-0005339,ORG-200498,PTR-002,2022-07-30,3485.52,46808.34,ach_remittance
RPY-0005340,ORG-200498,PTR-002,2022-08-06,3231.12,50039.46,ach_remittance
RPY-0005341,ORG-200498,PTR-002,2022-08-13,2459.78,52499.24,ach_remittance
RPY-0005342,ORG-200498,PTR-002,2022-08-20,3108.48,55607.72,ach_remittance
RPY-0005343,ORG-200498,PTR-002,2022-08-27,3576.15,59183.87,manual_payment
RPY-0005344,ORG-200498,PTR-002,2022-09-03,4671.51,63855.38,ach_remittance
RPY-0005345,ORG-200499,PTR-001,2022-06-09,3868.58,3868.58,ach_remittance
RPY-0005346,ORG-200499,PTR-001,2022-06-16,8003.13,11871.71,ach_remittance
RPY-0005347,ORG-200499,PTR-001,2022-06-23,4950.29,16822.0,manual_payment
RPY-0005348,ORG-200499,PTR-001,2022-06-30,8042.49,24864.49,ach_remittance
RPY-0005349,ORG-200499,PTR-001,2022-07-07,5447.4,30311.89,ach_remittance
RPY-0005350,ORG-200499,PTR-001,2022-07-14,7089.88,37401.77,ach_remittance
RPY-0005351,ORG-200499,PTR-001,2022-07-21,7978.46,45380.23,ach_remittance
RPY-0005352,ORG-200499,PTR-001,2022-07-28,8439.98,53820.21,manual_payment
RPY-0005353,ORG-200499,PTR-001,2022-08-04,5816.98,59637.19,ach_remittance
RPY-0005354,ORG-200499,PTR-001,2022-08-11,5582.77,65219.96,ach_remittance
RPY-0005355,ORG-200499,PTR-001,2022-08-18,8097.51,73317.47,ach_remittance
RPY-0005356,ORG-200499,PTR-001,2022-08-25,6650.85,79968.32,manual_payment
RPY-0005357,ORG-200499,PTR-001,2022-09-01,6634.14,86602.46,ach_remittance
RPY-0005358,ORG-200499,PTR-001,2022-09-08,6374.26,92976.72,ach_remittance
RPY-0005359,ORG-200499,PTR-001,2022-09-15,5684.17,98660.89,ach_remittance
RPY-0005360,ORG-200499,PTR-001,2022-09-22,6336.67,104997.56,ach_remittance
RPY-0005361,ORG-200499,PTR-001,2022-09-29,7170.83,112168.39,ach_remittance
RPY-0005362,ORG-200499,PTR-001,2022-10-06,5614.03,117782.42,ach_remittance
RPY-0005363,ORG-200499,PTR-001,2022-10-13,5875.75,123658.17,manual_payment
RPY-0005364,ORG-200499,PTR-001,2022-10-20,4782.19,128440.36,ach_remittance
RPY-0005365,ORG-200499,PTR-001,2022-10-27,6343.76,134784.12,ach_remittance
RPY-0005366,ORG-200499,PTR-001,2022-11-03,4927.97,139712.09,ach_remittance
RPY-0005367,ORG-200500,PTR-006,2024-02-19,2485.69,2485.69,ach_remittance
RPY-0005368,ORG-200500,PTR-006,2024-02-26,2503.26,4988.95,ach_remittance
RPY-0005369,ORG-200500,PTR-006,2024-03-04,4293.57,9282.52,ach_remittance
RPY-0005370,ORG-200500,PTR-006,2024-03-11,4535.39,13817.91,ach_remittance
RPY-0005371,ORG-200500,PTR-006,2024-03-18,3764.14,17582.05,ach_remittance
RPY-0005372,ORG-200500,PTR-006,2024-03-25,2656.6,20238.65,manual_payment
RPY-0005373,ORG-200500,PTR-006,2024-04-01,4899.82,25138.47,ach_remittance
RPY-0005374,ORG-200500,PTR-006,2024-04-08,3220.63,28359.1,manual_payment
RPY-0005375,ORG-200501,PTR-005,2022-07-11,6562.92,6562.92,ach_remittance
RPY-0005376,ORG-200501,PTR-005,2022-07-18,9617.81,16180.73,manual_payment
RPY-0005377,ORG-200501,PTR-005,2022-07-25,8921.36,25102.09,ach_remittance
RPY-0005378,ORG-200501,PTR-005,2022-08-01,8159.31,33261.4,ach_remittance
RPY-0005379,ORG-200501,PTR-005,2022-08-08,8517.46,41778.86,ach_remittance
RPY-0005380,ORG-200501,PTR-005,2022-08-15,10595.27,52374.13,ach_remittance
RPY-0005381,ORG-200501,PTR-005,2022-08-22,5812.01,58186.14,ach_remittance
RPY-0005382,ORG-200501,PTR-005,2022-08-29,10614.45,68800.59,ach_remittance
RPY-0005383,ORG-200501,PTR-005,2022-09-05,8386.32,77186.91,ach_remittance
RPY-0005384,ORG-200501,PTR-005,2022-09-12,9018.95,86205.86,ach_remittance
RPY-0005385,ORG-200502,PTR-003,2024-11-08,4382.61,4382.61,ach_remittance
RPY-0005386,ORG-200502,PTR-003,2024-11-15,5491.78,9874.39,ach_remittance
RPY-0005387,ORG-200502,PTR-003,2024-11-22,7178.57,17052.96,manual_payment
RPY-0005388,ORG-200502,PTR-003,2024-11-29,7296.6,24349.56,manual_payment
RPY-0005389,ORG-200502,PTR-003,2024-12-06,5649.72,29999.28,ach_remittance
RPY-0005390,ORG-200502,PTR-003,2024-12-13,8103.58,38102.86,ach_remittance
RPY-0005391,ORG-200502,PTR-003,2024-12-20,8360.0,46462.86,ach_remittance
RPY-0005392,ORG-200502,PTR-003,2024-12-27,4725.42,51188.28,ach_remittance
RPY-0005393,ORG-200502,PTR-003,2025-01-03,7853.57,59041.85,ach_remittance
RPY-0005394,ORG-200502,PTR-003,2025-01-10,2405.62,61447.47,ach_remittance
RPY-0005395,ORG-200503,PTR-002,2024-12-01,1654.31,1654.31,ach_remittance
RPY-0005396,ORG-200503,PTR-002,2024-12-08,999.36,2653.67,ach_remittance
RPY-0005397,ORG-200503,PTR-002,2024-12-15,1284.91,3938.58,ach_remittance
RPY-0005398,ORG-200503,PTR-002,2024-12-22,1887.87,5826.45,ach_remittance
RPY-0005399,ORG-200503,PTR-002,2024-12-29,1266.48,7092.93,ach_remittance
RPY-0005400,ORG-200503,PTR-002,2025-01-05,912.16,8005.09,ach_remittance
RPY-0005401,ORG-200503,PTR-002,2025-01-12,1479.96,9485.05,ach_remittance
RPY-0005402,ORG-200503,PTR-002,2025-01-19,1791.2,11276.25,ach_remittance
RPY-0005403,ORG-200504,PTR-001,2023-01-23,1028.31,1028.31,ach_remittance
RPY-0005404,ORG-200504,PTR-001,2023-01-30,2198.84,3227.15,ach_remittance
RPY-0005405,ORG-200504,PTR-001,2023-02-06,1542.67,4769.82,ach_remittance
RPY-0005406,ORG-200504,PTR-001,2023-02-13,1148.22,5918.04,manual_payment
RPY-0005407,ORG-200504,PTR-001,2023-02-20,1570.9,7488.94,ach_remittance
RPY-0005408,ORG-200504,PTR-001,2023-02-27,1740.99,9229.93,ach_remittance
RPY-0005409,ORG-200504,PTR-001,2023-03-06,977.76,10207.69,ach_remittance
RPY-0005410,ORG-200504,PTR-001,2023-03-13,2145.78,12353.47,ach_remittance
RPY-0005411,ORG-200504,PTR-001,2023-03-20,1818.73,14172.2,ach_remittance
RPY-0005412,ORG-200504,PTR-001,2023-03-27,1715.54,15887.74,ach_remittance
RPY-0005413,ORG-200504,PTR-001,2023-04-03,1893.54,17781.28,ach_remittance
RPY-0005414,ORG-200504,PTR-001,2023-04-10,1265.92,19047.2,ach_remittance
RPY-0005415,ORG-200504,PTR-001,2023-04-17,2005.06,21052.26,ach_remittance
RPY-0005416,ORG-200504,PTR-001,2023-04-24,1507.19,22559.45,ach_remittance
RPY-0005417,ORG-200504,PTR-001,2023-05-01,1248.22,23807.67,ach_remittance
RPY-0005418,ORG-200504,PTR-001,2023-05-08,1418.31,25225.98,ach_remittance
RPY-0005419,ORG-200504,PTR-001,2023-05-15,1333.33,26559.31,ach_remittance
RPY-0005420,ORG-200504,PTR-001,2023-05-22,1121.53,27680.84,ach_remittance
RPY-0005421,ORG-200504,PTR-001,2023-05-29,1085.93,28766.77,ach_remittance
RPY-0005422,ORG-200504,PTR-001,2023-06-05,1905.94,30672.71,ach_remittance
RPY-0005423,ORG-200504,PTR-001,2023-06-12,2238.23,32910.94,ach_remittance
RPY-0005424,ORG-200504,PTR-001,2023-06-19,2721.38,35632.32,ach_remittance
RPY-0005425,ORG-200505,PTR-005,2024-04-12,4180.53,4180.53,ach_remittance
RPY-0005426,ORG-200505,PTR-005,2024-04-19,5905.04,10085.57,ach_remittance
RPY-0005427,ORG-200505,PTR-005,2024-04-26,5073.07,15158.64,ach_remittance
RPY-0005428,ORG-200505,PTR-005,2024-05-03,4371.83,19530.47,ach_remittance
RPY-0005429,ORG-200505,PTR-005,2024-05-10,3403.93,22934.4,ach_remittance
RPY-0005430,ORG-200505,PTR-005,2024-05-17,3093.12,26027.52,ach_remittance
RPY-0005431,ORG-200505,PTR-005,2024-05-24,3965.58,29993.1,ach_remittance
RPY-0005432,ORG-200505,PTR-005,2024-05-31,4322.17,34315.27,ach_remittance
RPY-0005433,ORG-200506,PTR-001,2023-01-05,3194.22,3194.22,ach_remittance
RPY-0005434,ORG-200506,PTR-001,2023-01-12,2638.93,5833.15,ach_remittance
RPY-0005435,ORG-200506,PTR-001,2023-01-19,2209.38,8042.53,ach_remittance
RPY-0005436,ORG-200506,PTR-001,2023-01-26,1524.22,9566.75,ach_remittance
RPY-0005437,ORG-200506,PTR-001,2023-02-02,2285.12,11851.87,ach_remittance
RPY-0005438,ORG-200506,PTR-001,2023-02-09,1962.44,13814.31,manual_payment
RPY-0005439,ORG-200506,PTR-001,2023-02-16,2121.86,15936.17,ach_remittance
RPY-0005440,ORG-200506,PTR-001,2023-02-23,2107.21,18043.38,ach_remittance
RPY-0005441,ORG-200506,PTR-001,2023-03-02,2192.51,20235.89,ach_remittance
RPY-0005442,ORG-200506,PTR-001,2023-03-09,1782.91,22018.8,ach_remittance
RPY-0005443,ORG-200506,PTR-001,2023-03-16,2569.06,24587.86,ach_remittance
RPY-0005444,ORG-200506,PTR-001,2023-03-23,2070.64,26658.5,ach_remittance
RPY-0005445,ORG-200506,PTR-001,2023-03-30,4401.85,31060.35,ach_remittance
RPY-0005446,ORG-200507,PTR-004,2024-03-12,2818.56,2818.56,ach_remittance
RPY-0005447,ORG-200507,PTR-004,2024-03-19,3829.43,6647.99,ach_remittance
RPY-0005448,ORG-200507,PTR-004,2024-03-26,5247.86,11895.85,manual_payment
RPY-0005449,ORG-200507,PTR-004,2024-04-02,5323.8,17219.65,ach_remittance
RPY-0005450,ORG-200507,PTR-004,2024-04-09,2835.77,20055.42,ach_remittance
RPY-0005451,ORG-200507,PTR-004,2024-04-16,4108.02,24163.44,ach_remittance
RPY-0005452,ORG-200507,PTR-004,2024-04-23,5744.79,29908.23,ach_remittance
RPY-0005453,ORG-200507,PTR-004,2024-04-30,5308.9,35217.13,manual_payment
RPY-0005454,ORG-200507,PTR-004,2024-05-07,3397.7,38614.83,manual_payment
RPY-0005455,ORG-200507,PTR-004,2024-05-14,3051.63,41666.46,ach_remittance
RPY-0005456,ORG-200507,PTR-004,2024-05-21,4352.78,46019.24,ach_remittance
RPY-0005457,ORG-200507,PTR-004,2024-05-28,5657.99,51677.23,ach_remittance
RPY-0005458,ORG-200507,PTR-004,2024-06-04,5943.97,57621.2,manual_payment
RPY-0005459,ORG-200507,PTR-004,2024-06-11,3327.27,60948.47,ach_remittance
RPY-0005460,ORG-200507,PTR-004,2024-06-18,5726.04,66674.51,ach_remittance
RPY-0005461,ORG-200507,PTR-004,2024-06-25,3037.87,69712.38,ach_remittance
RPY-0005462,ORG-200507,PTR-004,2024-07-02,3535.03,73247.41,ach_remittance
RPY-0005463,ORG-200507,PTR-004,2024-07-09,3419.57,76666.98,ach_remittance
RPY-0005464,ORG-200507,PTR-004,2024-07-16,6290.99,82957.97,ach_remittance
RPY-0005465,ORG-200507,PTR-004,2024-07-23,5264.05,88222.02,ach_remittance
RPY-0005466,ORG-200507,PTR-004,2024-07-30,5071.0,93293.02,ach_remittance
RPY-0005467,ORG-200507,PTR-004,2024-08-06,7488.11,100781.13,manual_payment
RPY-0005468,ORG-200508,PTR-003,2025-04-30,1980.48,1980.48,ach_remittance
RPY-0005469,ORG-200508,PTR-003,2025-05-07,1880.2,3860.68,manual_payment
RPY-0005470,ORG-200508,PTR-003,2025-05-14,2062.76,5923.44,ach_remittance
RPY-0005471,ORG-200508,PTR-003,2025-05-21,1699.6,7623.04,ach_remittance
RPY-0005472,ORG-200508,PTR-003,2025-05-28,1254.95,8877.99,ach_remittance
RPY-0005473,ORG-200508,PTR-003,2025-06-04,1134.94,10012.93,ach_remittance
RPY-0005474,ORG-200508,PTR-003,2025-06-11,404.65,10417.58,ach_remittance
RPY-0005475,ORG-200509,PTR-003,2023-04-06,1772.43,1772.43,ach_remittance
RPY-0005476,ORG-200509,PTR-003,2023-04-13,2219.6,3992.03,ach_remittance
RPY-0005477,ORG-200509,PTR-003,2023-04-20,1960.13,5952.16,ach_remittance
RPY-0005478,ORG-200509,PTR-003,2023-04-27,1458.84,7411.0,ach_remittance
RPY-0005479,ORG-200509,PTR-003,2023-05-04,1163.78,8574.78,ach_remittance
RPY-0005480,ORG-200509,PTR-003,2023-05-11,1065.33,9640.11,manual_payment
RPY-0005481,ORG-200509,PTR-003,2023-05-18,2224.68,11864.79,ach_remittance
RPY-0005482,ORG-200509,PTR-003,2023-05-25,1116.51,12981.3,ach_remittance
RPY-0005483,ORG-200510,PTR-006,2026-05-20,3687.84,3687.84,ach_remittance
RPY-0005484,ORG-200510,PTR-006,2026-05-27,4291.7,7979.54,ach_remittance
RPY-0005485,ORG-200510,PTR-006,2026-06-03,5120.5,13100.04,ach_remittance
RPY-0005486,ORG-200510,PTR-006,2026-06-10,3961.79,17061.83,ach_remittance
RPY-0005487,ORG-200510,PTR-006,2026-06-17,1692.74,18754.57,ach_remittance
RPY-0005488,ORG-200511,PTR-003,2022-01-30,142.8,142.8,ach_remittance
RPY-0005489,ORG-200511,PTR-003,2022-02-06,208.46,351.26,ach_remittance
RPY-0005490,ORG-200511,PTR-003,2022-02-13,108.19,459.45,ach_remittance
RPY-0005491,ORG-200511,PTR-003,2022-02-20,118.06,577.51,manual_payment
RPY-0005492,ORG-200511,PTR-003,2022-02-27,118.43,695.94,ach_remittance
RPY-0005493,ORG-200511,PTR-003,2022-03-06,183.63,879.57,ach_remittance
RPY-0005494,ORG-200511,PTR-003,2022-03-13,194.61,1074.18,ach_remittance
RPY-0005495,ORG-200511,PTR-003,2022-03-20,203.05,1277.23,manual_payment
RPY-0005496,ORG-200511,PTR-003,2022-03-27,188.03,1465.26,manual_payment
RPY-0005497,ORG-200511,PTR-003,2022-04-03,99.86,1565.12,ach_remittance
RPY-0005498,ORG-200511,PTR-003,2022-04-10,173.28,1738.4,ach_remittance
RPY-0005499,ORG-200512,PTR-006,2022-07-08,3274.08,3274.08,ach_remittance
RPY-0005500,ORG-200512,PTR-006,2022-07-15,1603.56,4877.64,ach_remittance
RPY-0005501,ORG-200512,PTR-006,2022-07-22,2298.87,7176.51,ach_remittance
RPY-0005502,ORG-200512,PTR-006,2022-07-29,3523.18,10699.69,ach_remittance
RPY-0005503,ORG-200512,PTR-006,2022-08-05,3447.64,14147.33,ach_remittance
RPY-0005504,ORG-200512,PTR-006,2022-08-12,1750.61,15897.94,ach_remittance
RPY-0005505,ORG-200513,PTR-005,2024-05-15,7689.81,7689.81,ach_remittance
RPY-0005506,ORG-200513,PTR-005,2024-05-22,4430.31,12120.12,ach_remittance
RPY-0005507,ORG-200513,PTR-005,2024-05-29,6314.8,18434.92,manual_payment
RPY-0005508,ORG-200513,PTR-005,2024-06-05,6023.0,24457.92,ach_remittance
RPY-0005509,ORG-200513,PTR-005,2024-06-12,3849.85,28307.77,ach_remittance
RPY-0005510,ORG-200513,PTR-005,2024-06-19,3732.73,32040.5,ach_remittance
RPY-0005511,ORG-200513,PTR-005,2024-06-26,11444.37,43484.87,manual_payment
RPY-0005512,ORG-200514,PTR-003,2025-09-21,6123.6,6123.6,ach_remittance
RPY-0005513,ORG-200514,PTR-003,2025-09-28,4692.15,10815.75,ach_remittance
RPY-0005514,ORG-200514,PTR-003,2025-10-05,5431.74,16247.49,ach_remittance
RPY-0005515,ORG-200514,PTR-003,2025-10-12,4851.81,21099.3,ach_remittance
RPY-0005516,ORG-200514,PTR-003,2025-10-19,5616.19,26715.49,ach_remittance
RPY-0005517,ORG-200514,PTR-003,2025-10-26,3545.84,30261.33,ach_remittance
RPY-0005518,ORG-200514,PTR-003,2025-11-02,4795.36,35056.69,manual_payment
RPY-0005519,ORG-200514,PTR-003,2025-11-09,4936.62,39993.31,ach_remittance
RPY-0005520,ORG-200514,PTR-003,2025-11-16,5530.71,45524.02,ach_remittance
RPY-0005521,ORG-200514,PTR-003,2025-11-23,576.75,46100.77,ach_remittance
RPY-0005522,ORG-200515,PTR-006,2023-03-26,3655.45,3655.45,ach_remittance
RPY-0005523,ORG-200515,PTR-006,2023-04-02,4462.49,8117.94,ach_remittance
RPY-0005524,ORG-200515,PTR-006,2023-04-09,2481.65,10599.59,ach_remittance
RPY-0005525,ORG-200515,PTR-006,2023-04-16,2910.3,13509.89,ach_remittance
RPY-0005526,ORG-200515,PTR-006,2023-04-23,4348.46,17858.35,ach_remittance
RPY-0005527,ORG-200515,PTR-006,2023-04-30,4696.06,22554.41,ach_remittance
RPY-0005528,ORG-200515,PTR-006,2023-05-07,3961.43,26515.84,ach_remittance
RPY-0005529,ORG-200515,PTR-006,2023-05-14,2021.15,28536.99,ach_remittance
RPY-0005530,ORG-200515,PTR-006,2023-05-21,2592.97,31129.96,ach_remittance
RPY-0005531,ORG-200515,PTR-006,2023-05-28,2360.8,33490.76,ach_remittance
RPY-0005532,ORG-200515,PTR-006,2023-06-04,4652.89,38143.65,ach_remittance
RPY-0005533,ORG-200515,PTR-006,2023-06-11,4561.77,42705.42,manual_payment
RPY-0005534,ORG-200515,PTR-006,2023-06-18,2256.46,44961.88,ach_remittance
RPY-0005535,ORG-200515,PTR-006,2023-06-25,2121.73,47083.61,ach_remittance
RPY-0005536,ORG-200516,PTR-006,2023-02-13,10243.95,10243.95,ach_remittance
RPY-0005537,ORG-200516,PTR-006,2023-02-20,6050.87,16294.82,ach_remittance
RPY-0005538,ORG-200516,PTR-006,2023-02-27,11919.11,28213.93,ach_remittance
RPY-0005539,ORG-200516,PTR-006,2023-03-06,10096.91,38310.84,ach_remittance
RPY-0005540,ORG-200516,PTR-006,2023-03-13,11048.28,49359.12,ach_remittance
RPY-0005541,ORG-200516,PTR-006,2023-03-20,8197.44,57556.56,ach_remittance
RPY-0005542,ORG-200516,PTR-006,2023-03-27,11586.03,69142.59,ach_remittance
RPY-0005543,ORG-200516,PTR-006,2023-04-03,5883.01,75025.6,ach_remittance
RPY-0005544,ORG-200516,PTR-006,2023-04-10,2542.48,77568.08,ach_remittance
RPY-0005545,ORG-200517,PTR-002,2025-05-10,2289.79,2289.79,ach_remittance
RPY-0005546,ORG-200517,PTR-002,2025-05-17,3136.28,5426.07,manual_payment
RPY-0005547,ORG-200517,PTR-002,2025-05-24,2442.23,7868.3,ach_remittance
RPY-0005548,ORG-200517,PTR-002,2025-05-31,1557.69,9425.99,manual_payment
RPY-0005549,ORG-200517,PTR-002,2025-06-07,1730.07,11156.06,ach_remittance
RPY-0005550,ORG-200517,PTR-002,2025-06-14,2211.61,13367.67,ach_remittance
RPY-0005551,ORG-200517,PTR-002,2025-06-21,2724.01,16091.68,ach_remittance
RPY-0005552,ORG-200517,PTR-002,2025-06-28,2314.0,18405.68,ach_remittance
RPY-0005553,ORG-200517,PTR-002,2025-07-05,2576.65,20982.33,ach_remittance
RPY-0005554,ORG-200517,PTR-002,2025-07-12,2732.93,23715.26,ach_remittance
RPY-0005555,ORG-200518,PTR-006,2023-02-27,281.69,281.69,manual_payment
RPY-0005556,ORG-200518,PTR-006,2023-03-06,426.17,707.86,ach_remittance
RPY-0005557,ORG-200518,PTR-006,2023-03-13,633.74,1341.6,ach_remittance
RPY-0005558,ORG-200518,PTR-006,2023-03-20,634.07,1975.67,ach_remittance
RPY-0005559,ORG-200518,PTR-006,2023-03-27,628.29,2603.96,ach_remittance
RPY-0005560,ORG-200518,PTR-006,2023-04-03,291.49,2895.45,ach_remittance
RPY-0005561,ORG-200518,PTR-006,2023-04-10,421.8,3317.25,ach_remittance
RPY-0005562,ORG-200518,PTR-006,2023-04-17,369.8,3687.05,ach_remittance
RPY-0005563,ORG-200519,PTR-004,2023-02-14,505.0,505.0,ach_remittance
RPY-0005564,ORG-200519,PTR-004,2023-02-21,627.81,1132.81,manual_payment
RPY-0005565,ORG-200519,PTR-004,2023-02-28,751.78,1884.59,ach_remittance
RPY-0005566,ORG-200519,PTR-004,2023-03-07,647.61,2532.2,ach_remittance
RPY-0005567,ORG-200519,PTR-004,2023-03-14,494.44,3026.64,ach_remittance
RPY-0005568,ORG-200519,PTR-004,2023-03-21,1008.74,4035.38,ach_remittance
RPY-0005569,ORG-200520,PTR-001,2023-10-26,6019.75,6019.75,ach_remittance
RPY-0005570,ORG-200520,PTR-001,2023-11-02,5838.86,11858.61,ach_remittance
RPY-0005571,ORG-200520,PTR-001,2023-11-09,5407.42,17266.03,ach_remittance
RPY-0005572,ORG-200520,PTR-001,2023-11-16,7313.48,24579.51,ach_remittance
RPY-0005573,ORG-200520,PTR-001,2023-11-23,5760.8,30340.31,ach_remittance
RPY-0005574,ORG-200520,PTR-001,2023-11-30,7077.51,37417.82,ach_remittance
RPY-0005575,ORG-200520,PTR-001,2023-12-07,4170.35,41588.17,ach_remittance
RPY-0005576,ORG-200520,PTR-001,2023-12-14,6615.68,48203.85,manual_payment
RPY-0005577,ORG-200520,PTR-001,2023-12-21,5689.56,53893.41,ach_remittance
RPY-0005578,ORG-200520,PTR-001,2023-12-28,4269.61,58163.02,ach_remittance
RPY-0005579,ORG-200520,PTR-001,2024-01-04,4586.21,62749.23,ach_remittance
RPY-0005580,ORG-200520,PTR-001,2024-01-11,3723.35,66472.58,ach_remittance
RPY-0005581,ORG-200520,PTR-001,2024-01-18,7326.09,73798.67,ach_remittance
RPY-0005582,ORG-200520,PTR-001,2024-01-25,7262.01,81060.68,ach_remittance
RPY-0005583,ORG-200520,PTR-001,2024-02-01,4699.09,85759.77,manual_payment
RPY-0005584,ORG-200520,PTR-001,2024-02-08,5398.27,91158.04,ach_remittance
RPY-0005585,ORG-200520,PTR-001,2024-02-15,4257.28,95415.32,ach_remittance
RPY-0005586,ORG-200520,PTR-001,2024-02-22,6592.83,102008.15,ach_remittance
RPY-0005587,ORG-200520,PTR-001,2024-02-29,3292.74,105300.89,manual_payment
RPY-0005588,ORG-200521,PTR-003,2024-10-26,692.13,692.13,ach_remittance
RPY-0005589,ORG-200521,PTR-003,2024-11-02,801.2,1493.33,ach_remittance
RPY-0005590,ORG-200521,PTR-003,2024-11-09,788.05,2281.38,ach_remittance
RPY-0005591,ORG-200521,PTR-003,2024-11-16,717.45,2998.83,ach_remittance
RPY-0005592,ORG-200521,PTR-003,2024-11-23,574.95,3573.78,ach_remittance
RPY-0005593,ORG-200521,PTR-003,2024-11-30,580.24,4154.02,ach_remittance
RPY-0005594,ORG-200521,PTR-003,2024-12-07,832.14,4986.16,ach_remittance
RPY-0005595,ORG-200521,PTR-003,2024-12-14,838.41,5824.57,ach_remittance
RPY-0005596,ORG-200522,PTR-005,2025-03-25,3933.13,3933.13,ach_remittance
RPY-0005597,ORG-200522,PTR-005,2025-04-01,3616.14,7549.27,ach_remittance
RPY-0005598,ORG-200522,PTR-005,2025-04-08,2688.62,10237.89,ach_remittance
RPY-0005599,ORG-200522,PTR-005,2025-04-15,2565.69,12803.58,ach_remittance
RPY-0005600,ORG-200522,PTR-005,2025-04-22,3222.83,16026.41,ach_remittance
RPY-0005601,ORG-200522,PTR-005,2025-04-29,3024.13,19050.54,ach_remittance
RPY-0005602,ORG-200522,PTR-005,2025-05-06,6100.55,25151.09,ach_remittance
RPY-0005603,ORG-200523,PTR-002,2025-10-06,6299.55,6299.55,ach_remittance
RPY-0005604,ORG-200523,PTR-002,2025-10-13,7781.66,14081.21,ach_remittance
RPY-0005605,ORG-200523,PTR-002,2025-10-20,7400.51,21481.72,ach_remittance
RPY-0005606,ORG-200523,PTR-002,2025-10-27,5039.25,26520.97,ach_remittance
RPY-0005607,ORG-200523,PTR-002,2025-11-03,6936.69,33457.66,manual_payment
RPY-0005608,ORG-200523,PTR-002,2025-11-10,6219.48,39677.14,ach_remittance
RPY-0005609,ORG-200523,PTR-002,2025-11-17,7181.99,46859.13,ach_remittance
RPY-0005610,ORG-200523,PTR-002,2025-11-24,380.86,47239.99,ach_remittance
RPY-0005611,ORG-200524,PTR-006,2025-02-05,3625.62,3625.62,ach_remittance
RPY-0005612,ORG-200524,PTR-006,2025-02-12,2660.62,6286.24,ach_remittance
