origination_id,merchant_id,partner_id,business_vertical,state,funding_date,estimated_maturity_date,avg_monthly_gmv_usd,prior_advances_count,risk_score,industry_risk_tier,advance_amount_usd,factor_rate,total_repayment_usd,total_fee_usd,remittance_rate,term_estimate_days,status,pct_repaid,amount_repaid_usd
ORG-200599,MCH-100599,PTR-001,Restaurant,NJ,2025-08-21,2025-12-01,224505.09,3,624,low,37979.51,1.133,43030.78,5051.27,0.056,102,completed,1.0,43030.78
ORG-200600,MCH-100600,PTR-001,Cafe,NC,2024-03-05,2024-05-14,19337.87,0,792,high,4256.85,1.298,5525.39,1268.54,0.122,70,completed,1.0,5525.39
ORG-200601,MCH-100601,PTR-002,CPG Brand,OR,2022-08-16,2022-10-15,206503.62,1,636,low,33428.85,1.171,39145.18,5716.33,0.147,60,active,0.97,37970.82
ORG-200602,MCH-100602,PTR-002,E-commerce Retail,MA,2024-01-04,2024-06-20,12564.31,0,594,medium,3970.84,1.205,4784.86,814.02,0.068,168,active,0.736,3521.66
ORG-200603,MCH-100603,PTR-002,Marketplace Reseller,VA,2024-10-29,2024-12-28,241988.62,1,634,medium,37959.55,1.321,50144.57,12185.02,0.106,60,active,0.913,45781.99
ORG-200604,MCH-100604,PTR-005,Food Truck,IL,2023-10-06,2023-12-16,122772.22,1,738,medium,32973.48,1.337,44085.54,11112.06,0.151,71,active,0.93,40999.55
ORG-200605,MCH-100605,PTR-004,Spa,WA,2024-01-30,2024-03-30,22431.98,0,802,medium,4123.0,1.1,4535.3,412.3,0.11,60,completed,1.0,4535.3
ORG-200606,MCH-100606,PTR-005,Restaurant,TX,2023-01-05,2023-05-04,98700.85,4,767,low,18783.52,1.128,21187.81,2404.29,0.054,119,default,0.597,12649.12
ORG-200607,MCH-100607,PTR-001,Cafe,CA,2025-03-28,2025-06-22,235809.68,0,563,medium,50651.88,1.149,58199.01,7547.13,0.086,86,active,0.74,43067.27
ORG-200608,MCH-100608,PTR-004,Spa,VA,2024-05-29,2024-07-28,216405.31,0,683,high,38068.44,1.161,44197.46,6129.02,0.15,60,active,0.98,43313.51
ORG-200609,MCH-100609,PTR-005,Bar,PA,2022-01-21,2022-09-07,205487.62,1,658,medium,81110.67,1.086,88086.19,6975.52,0.056,229,completed,1.0,88086.19
ORG-200610,MCH-100610,PTR-002,Marketplace Reseller,TX,2022-08-30,2022-11-23,115528.11,0,692,medium,46125.35,1.246,57472.19,11346.84,0.174,85,active,0.98,56322.75
ORG-200611,MCH-100611,PTR-004,Yoga Studio,MI,2025-06-25,2025-08-24,85077.46,2,663,high,10980.46,1.325,14549.11,3568.65,0.141,60,completed,1.0,14549.11
ORG-200612,MCH-100612,PTR-001,Cafe,NC,2023-09-06,2023-11-05,216134.48,1,602,medium,39591.59,1.107,43827.89,4236.3,0.133,60,active,0.98,42951.33
ORG-200613,MCH-100613,PTR-006,Creative Services,VA,2025-07-22,2025-09-25,199474.5,1,736,low,38052.92,1.213,46158.19,8105.27,0.106,65,completed,1.0,46158.19
ORG-200614,MCH-100614,PTR-004,Yoga Studio,TX,2026-05-06,2026-08-20,221787.74,0,661,medium,72351.6,1.304,94346.49,21994.89,0.12,106,completed,1.0,94346.49
ORG-200615,MCH-100615,PTR-005,Restaurant,CO,2023-01-22,2023-05-27,184499.34,2,703,medium,78290.4,1.201,94026.77,15736.37,0.122,125,completed,1.0,94026.77
ORG-200616,MCH-100616,PTR-001,Cafe,NJ,2022-06-22,2022-08-21,54997.68,0,768,low,4501.21,1.1,4951.33,450.12,0.146,60,completed,1.0,4951.33
ORG-200617,MCH-100617,PTR-006,E-commerce Retail,NJ,2025-11-04,2026-03-27,241551.91,4,546,high,63820.0,1.156,73775.92,9955.92,0.064,143,default,0.507,37404.39
ORG-200618,MCH-100618,PTR-002,CPG Brand,FL,2026-01-05,2026-03-27,11008.26,4,698,medium,4424.32,1.161,5136.64,712.32,0.172,81,active,0.822,4222.32
ORG-200619,MCH-100619,PTR-001,Bakery,AZ,2023-01-22,2023-06-06,215720.22,0,676,low,104418.93,1.213,126660.16,22241.23,0.13,135,active,0.944,119567.19
ORG-200620,MCH-100620,PTR-003,Convenience Store,OH,2026-05-19,2027-01-31,50200.22,1,589,medium,17836.17,1.306,23294.04,5457.87,0.054,257,active,0.297,6918.33
ORG-200621,MCH-100621,PTR-004,Spa,MA,2024-11-25,2025-01-24,141935.55,3,809,low,25647.58,1.267,32495.48,6847.9,0.118,60,default,0.364,11828.35
ORG-200622,MCH-100622,PTR-006,E-commerce Retail,MD,2022-02-11,2022-04-12,212035.84,0,665,medium,21591.16,1.307,28219.65,6628.49,0.123,60,completed,1.0,28219.65
ORG-200623,MCH-100623,PTR-002,E-commerce Retail,MA,2022-10-05,2023-01-05,124897.37,1,568,high,35035.42,1.324,46386.9,11351.48,0.121,92,active,0.764,35439.59
ORG-200624,MCH-100624,PTR-004,Fitness Studio,AZ,2023-06-22,2023-08-25,201314.43,1,771,medium,42300.38,1.112,47038.02,4737.64,0.109,64,completed,1.0,47038.02
ORG-200625,MCH-100625,PTR-001,Bakery,GA,2022-09-03,2023-02-12,236328.3,1,557,low,74005.17,1.225,90656.33,16651.16,0.071,162,completed,1.0,90656.33
ORG-200626,MCH-100626,PTR-001,Cafe,VA,2026-05-08,2026-08-21,114283.79,0,583,medium,38337.75,1.232,47232.11,8894.36,0.117,105,active,0.901,42556.13
ORG-200627,MCH-100627,PTR-005,Food Truck,IL,2025-05-11,2025-07-10,226103.11,2,530,low,33736.43,1.093,36873.92,3137.49,0.112,60,paid_off_early,1.0,36873.92
ORG-200628,MCH-100628,PTR-005,Restaurant,MN,2025-09-14,2025-12-08,236900.34,1,708,medium,100376.75,1.168,117240.04,16863.29,0.173,85,active,0.86,100826.43
ORG-200629,MCH-100629,PTR-001,Bakery,TX,2023-10-30,2024-01-15,161815.84,3,818,high,30691.26,1.151,35325.64,4634.38,0.085,77,active,0.834,29461.58
ORG-200630,MCH-100630,PTR-002,E-commerce Retail,WA,2026-03-25,2026-07-23,141419.37,0,644,low,22185.2,1.285,28507.98,6322.78,0.05,120,completed,1.0,28507.98
ORG-200631,MCH-100631,PTR-004,Wellness Clinic,NC,2024-02-20,2024-04-20,133300.52,0,728,high,15148.47,1.114,16875.4,1726.93,0.106,60,completed,1.0,16875.4
ORG-200632,MCH-100632,PTR-002,Marketplace Reseller,TX,2024-05-03,2024-08-10,238218.44,0,668,medium,32321.49,1.247,40304.9,7983.41,0.051,99,completed,1.0,40304.9
ORG-200633,MCH-100633,PTR-001,Cafe,FL,2024-12-17,2025-06-27,67788.29,1,516,medium,29858.83,1.106,33023.87,3165.04,0.076,192,default,0.587,19385.01
ORG-200634,MCH-100634,PTR-004,Spa,TX,2023-08-31,2023-10-30,151127.69,1,706,high,31952.94,1.26,40260.7,8307.76,0.141,60,active,0.815,32812.47
ORG-200635,MCH-100635,PTR-005,Food Truck,TX,2022-01-06,2022-05-11,165066.47,3,629,medium,45040.78,1.258,56661.3,11620.52,0.082,125,completed,1.0,56661.3
ORG-200636,MCH-100636,PTR-004,Wellness Clinic,MI,2023-01-03,2023-03-04,55540.73,0,659,medium,5876.28,1.285,7551.02,1674.74,0.149,60,paid_off_early,1.0,7551.02
ORG-200637,MCH-100637,PTR-003,Auto Repair,PA,2024-06-28,2024-08-27,214131.76,0,771,medium,39143.91,1.153,45132.93,5989.02,0.106,60,default,0.344,15525.73
ORG-200638,MCH-100638,PTR-001,Restaurant,MI,2026-05-19,2026-09-01,108076.4,0,742,low,39206.09,1.344,52692.98,13486.89,0.139,105,paid_off_early,1.0,52692.98
ORG-200639,MCH-100639,PTR-003,Convenience Store,OH,2024-10-04,2025-02-13,73642.14,3,626,medium,13728.52,1.329,18245.2,4516.68,0.056,132,active,0.701,12789.89
ORG-200640,MCH-100640,PTR-006,Creative Services,NY,2023-02-14,2023-07-02,242939.93,1,721,medium,99624.43,1.172,116759.83,17135.4,0.104,138,active,0.766,89438.03
ORG-200641,MCH-100641,PTR-001,Restaurant,MN,2022-01-15,2022-03-16,166799.86,0,818,medium,20341.2,1.242,25263.77,4922.57,0.111,60,completed,1.0,25263.77
ORG-200642,MCH-100642,PTR-004,Fitness Studio,MN,2024-04-14,2024-08-16,146495.38,2,685,high,52884.94,1.185,62668.65,9783.71,0.103,124,active,0.814,51012.28
ORG-200643,MCH-100643,PTR-001,Restaurant,WA,2023-02-14,2023-04-25,22205.95,2,705,medium,3235.78,1.151,3724.38,488.6,0.071,70,default,0.303,1128.49
ORG-200644,MCH-100644,PTR-006,E-commerce Retail,MA,2024-10-06,2024-12-05,18081.73,1,671,low,3095.72,1.174,3634.38,538.66,0.156,60,active,0.932,3387.24
ORG-200645,MCH-100645,PTR-005,Food Truck,MA,2025-05-07,2025-07-13,92182.31,1,568,medium,28415.43,1.19,33814.36,5398.93,0.163,67,active,0.83,28065.92
ORG-200646,MCH-100646,PTR-004,Fitness Studio,IL,2024-06-22,2024-08-22,55611.16,2,520,medium,5158.61,1.134,5849.86,691.25,0.051,61,active,0.954,5580.77
ORG-200647,MCH-100647,PTR-004,Yoga Studio,CO,2026-02-14,2026-04-25,59738.19,2,602,high,14524.71,1.204,17487.75,2963.04,0.124,70,active,0.925,16176.17
ORG-200648,MCH-100648,PTR-006,Creative Services,TX,2022-01-13,2022-06-27,194823.21,5,818,high,81885.07,1.104,90401.12,8516.05,0.084,165,active,0.735,66444.82
ORG-200649,MCH-100649,PTR-003,Salon,IL,2023-10-20,2024-02-02,59405.11,0,711,medium,15336.06,1.262,19354.11,4018.05,0.093,105,active,0.815,15773.6
ORG-200650,MCH-100650,PTR-001,Bakery,MA,2022-03-12,2022-05-11,232716.31,2,509,high,22430.53,1.094,24539.0,2108.47,0.099,60,completed,1.0,24539.0
ORG-200651,MCH-100651,PTR-002,CPG Brand,OH,2022-01-05,2022-04-02,12477.64,1,639,medium,2973.43,1.193,3547.3,573.87,0.098,87,active,0.85,3015.2
ORG-200652,MCH-100652,PTR-006,Creative Services,MD,2026-02-24,2026-07-19,210951.57,2,769,low,45427.99,1.217,55285.86,9857.87,0.054,145,completed,1.0,55285.86
ORG-200653,MCH-100653,PTR-006,E-commerce Retail,WA,2023-09-15,2023-11-14,173783.55,1,724,medium,19033.66,1.24,23601.74,4568.08,0.119,60,active,0.805,18999.4
ORG-200654,MCH-100654,PTR-001,Cafe,VA,2023-06-08,2023-08-07,243352.53,0,624,low,38193.11,1.277,48772.6,10579.49,0.141,60,completed,1.0,48772.6
ORG-200655,MCH-100655,PTR-006,Creative Services,MN,2023-02-17,2023-08-10,73180.17,2,624,medium,35043.39,1.312,45976.93,10933.54,0.108,174,completed,1.0,45976.93
ORG-200656,MCH-100656,PTR-004,Spa,PA,2023-09-12,2023-11-11,173356.99,1,633,medium,22581.75,1.127,25449.63,2867.88,0.083,60,active,0.969,24660.69
ORG-200657,MCH-100657,PTR-006,E-commerce Retail,TN,2024-04-22,2024-07-31,12810.92,0,562,medium,3778.21,1.327,5013.68,1235.47,0.117,100,active,0.716,3589.79
ORG-200658,MCH-100658,PTR-005,Restaurant,PA,2022-01-30,2022-04-13,84901.11,0,565,high,27497.35,1.347,37038.93,9541.58,0.177,73,completed,1.0,37038.93
ORG-200659,MCH-100659,PTR-006,E-commerce Retail,NC,2023-01-27,2023-06-03,242606.15,1,670,medium,41009.71,1.307,53599.69,12589.98,0.052,127,active,0.754,40414.17
ORG-200660,MCH-100660,PTR-004,Yoga Studio,WA,2024-04-05,2024-07-21,119137.68,3,594,medium,18898.41,1.132,21393.0,2494.59,0.05,107,active,0.907,19403.45
ORG-200661,MCH-100661,PTR-002,E-commerce Retail,MI,2025-07-30,2025-09-28,172392.94,1,511,high,28257.55,1.296,36621.78,8364.23,0.12,60,completed,1.0,36621.78
ORG-200662,MCH-100662,PTR-005,Food Truck,MN,2022-04-29,2022-07-04,173888.75,3,740,high,39837.62,1.097,43701.87,3864.25,0.114,66,completed,1.0,43701.87
ORG-200663,MCH-100663,PTR-002,E-commerce Retail,MI,2025-07-18,2025-09-16,104459.67,0,690,low,19561.89,1.292,25273.96,5712.07,0.128,60,active,0.958,24212.45
ORG-200664,MCH-100664,PTR-004,Wellness Clinic,MN,2025-02-07,2025-05-18,16868.8,0,645,medium,3160.65,1.239,3916.05,755.4,0.069,100,completed,1.0,3916.05
ORG-200665,MCH-100665,PTR-002,CPG Brand,CO,2023-03-23,2023-07-08,175105.12,0,656,medium,65447.61,1.307,85540.03,20092.42,0.136,107,active,0.815,69715.12
ORG-200666,MCH-100666,PTR-001,Ghost Kitchen,MA,2025-04-08,2025-07-19,137652.5,1,604,high,55697.04,1.242,69175.72,13478.68,0.147,102,completed,1.0,69175.72
ORG-200667,MCH-100667,PTR-002,CPG Brand,OR,2025-10-02,2025-12-01,168181.05,3,614,high,38933.78,1.123,43722.63,4788.85,0.168,60,active,0.854,37339.13
ORG-200668,MCH-100668,PTR-004,Yoga Studio,NY,2023-03-01,2023-06-03,141097.63,1,581,medium,45493.22,1.086,49405.64,3912.42,0.111,94,completed,1.0,49405.64
ORG-200669,MCH-100669,PTR-005,Food Truck,NY,2024-03-02,2024-05-01,164218.36,4,785,low,31012.54,1.306,40502.38,9489.84,0.137,60,completed,1.0,40502.38
ORG-200670,MCH-100670,PTR-005,Food Truck,IL,2025-07-23,2026-02-21,137715.52,0,704,medium,63122.63,1.088,68677.42,5554.79,0.07,213,completed,1.0,68677.42
ORG-200671,MCH-100671,PTR-005,Bar,NC,2023-12-31,2024-04-13,126487.13,0,570,medium,44027.88,1.321,58160.83,14132.95,0.132,104,completed,1.0,58160.83
ORG-200672,MCH-100672,PTR-002,CPG Brand,PA,2023-09-08,2023-11-07,231937.02,0,676,high,32110.27,1.225,39335.08,7224.81,0.124,60,completed,1.0,39335.08
ORG-200673,MCH-100673,PTR-002,CPG Brand,NY,2022-01-17,2022-03-18,35698.52,2,688,high,8725.14,1.097,9571.48,846.34,0.164,60,completed,1.0,9571.48
ORG-200674,MCH-100674,PTR-004,Spa,NY,2022-08-01,2022-10-23,83508.8,1,604,low,13592.89,1.224,16637.7,3044.81,0.072,83,active,0.705,11729.58
ORG-200675,MCH-100675,PTR-002,Marketplace Reseller,GA,2025-11-16,2026-01-15,10961.45,0,559,low,2000,1.316,2632.0,632.0,0.177,60,active,0.98,2579.36
ORG-200676,MCH-100676,PTR-004,Wellness Clinic,NC,2025-04-17,2025-08-04,57805.21,2,545,medium,17837.25,1.089,19424.77,1587.52,0.092,109,active,0.933,18123.31
ORG-200677,MCH-100677,PTR-003,Convenience Store,NJ,2025-04-09,2025-06-08,199918.41,0,687,high,38675.47,1.281,49543.28,10867.81,0.145,60,paid_off_early,1.0,49543.28
ORG-200678,MCH-100678,PTR-005,Bar,NC,2025-02-26,2025-06-24,94203.15,3,529,medium,48934.5,1.189,58183.12,9248.62,0.156,118,active,0.794,46197.4
ORG-200679,MCH-100679,PTR-005,Food Truck,AZ,2022-06-17,2022-09-20,189000.92,0,565,high,48977.53,1.16,56813.93,7836.4,0.094,95,active,0.86,48859.98
ORG-200680,MCH-100680,PTR-001,Cafe,NC,2023-03-03,2023-05-10,171062.22,1,532,medium,39446.11,1.146,45205.24,5759.13,0.115,68,completed,1.0,45205.24
ORG-200681,MCH-100681,PTR-002,CPG Brand,OH,2024-06-24,2024-08-23,146869.48,0,813,medium,25820.61,1.287,33231.13,7410.52,0.152,60,completed,1.0,33231.13
ORG-200682,MCH-100682,PTR-002,Marketplace Reseller,FL,2025-09-23,2025-11-22,119322.3,2,687,medium,10672.46,1.235,13180.49,2508.03,0.116,60,active,0.934,12310.58
ORG-200683,MCH-100683,PTR-004,Fitness Studio,WA,2022-03-11,2022-05-22,92676.85,2,509,high,26104.47,1.242,32421.75,6317.28,0.145,72,default,0.095,3080.07
ORG-200684,MCH-100684,PTR-003,Salon,GA,2025-02-27,2025-07-26,123249.61,2,767,medium,41353.61,1.295,53552.92,12199.31,0.087,149,completed,1.0,53552.92
ORG-200685,MCH-100685,PTR-002,CPG Brand,OR,2024-05-21,2024-12-21,224667.13,4,597,medium,107593.06,1.137,122333.31,14740.25,0.076,214,active,0.867,106062.98
ORG-200686,MCH-100686,PTR-002,E-commerce Retail,CO,2024-06-06,2024-08-25,76718.05,0,727,low,23997.99,1.094,26253.8,2255.81,0.128,80,paid_off_early,1.0,26253.8
ORG-200687,MCH-100687,PTR-001,Bakery,MD,2025-05-09,2025-07-08,139358.44,2,588,medium,33238.82,1.217,40451.64,7212.82,0.178,60,active,0.72,29125.18
ORG-200688,MCH-100688,PTR-004,Spa,MA,2022-03-29,2022-05-28,105818.18,2,616,medium,9830.63,1.082,10636.74,806.11,0.053,60,active,0.98,10424.01
ORG-200689,MCH-100689,PTR-001,Bakery,NJ,2023-01-29,2023-04-17,139041.88,0,587,low,34513.8,1.082,37343.93,2830.13,0.103,78,completed,1.0,37343.93
ORG-200690,MCH-100690,PTR-005,Food Truck,MN,2022-07-28,2022-09-26,79912.78,0,530,medium,21997.53,1.142,25121.18,3123.65,0.166,60,completed,1.0,25121.18
ORG-200691,MCH-100691,PTR-004,Yoga Studio,FL,2022-03-01,2022-05-02,162772.7,4,615,high,31058.22,1.285,39909.81,8851.59,0.118,62,active,0.889,35479.82
ORG-200692,MCH-100692,PTR-003,Convenience Store,VA,2025-06-03,2025-08-02,107217.68,1,734,medium,22621.55,1.253,28344.8,5723.25,0.138,60,active,0.835,23667.91
ORG-200693,MCH-100693,PTR-002,Marketplace Reseller,MA,2023-09-19,2024-02-14,152295.24,0,761,medium,74283.9,1.292,95974.8,21690.9,0.127,148,completed,1.0,95974.8
ORG-200694,MCH-100694,PTR-002,CPG Brand,NJ,2025-07-24,2025-10-09,30562.49,0,712,low,7019.01,1.096,7692.83,673.82,0.097,77,active,0.798,6138.88
ORG-200695,MCH-100695,PTR-001,Bakery,IL,2025-04-12,2025-06-30,82491.04,2,609,high,20556.62,1.171,24071.8,3515.18,0.11,79,active,0.834,20075.88
ORG-200696,MCH-100696,PTR-001,Ghost Kitchen,MN,2022-10-12,2023-01-06,113290.17,0,782,low,19651.47,1.16,22795.71,3144.24,0.07,86,active,0.709,16162.16
ORG-200697,MCH-100697,PTR-003,Retail Store,WA,2023-04-08,2023-06-07,44596.15,1,715,low,4689.68,1.146,5374.37,684.69,0.099,60,completed,1.0,5374.37
ORG-200698,MCH-100698,PTR-003,Convenience Store,NY,2022-10-20,2022-12-19,132417.71,1,810,medium,11905.86,1.349,16061.01,4155.15,0.156,60,active,0.8,12848.81
ORG-200699,MCH-100699,PTR-004,Fitness Studio,FL,2024-05-11,2024-10-16,156815.18,4,613,low,65353.8,1.343,87770.15,22416.35,0.106,158,completed,1.0,87770.15
ORG-200700,MCH-100700,PTR-002,E-commerce Retail,IL,2022-11-08,2023-02-20,99609.29,1,731,medium,27476.0,1.103,30306.03,2830.03,0.087,104,completed,1.0,30306.03
ORG-200701,MCH-100701,PTR-004,Spa,IL,2024-04-25,2024-06-24,242957.51,2,671,medium,33062.87,1.134,37493.29,4430.42,0.139,60,completed,1.0,37493.29
ORG-200702,MCH-100702,PTR-003,Auto Repair,NJ,2023-07-27,2023-11-18,103086.48,0,642,medium,34394.24,1.297,44609.33,10215.09,0.113,114,completed,1.0,44609.33
ORG-200703,MCH-100703,PTR-002,CPG Brand,CA,2025-10-08,2026-01-24,239974.88,1,811,high,47398.92,1.17,55456.74,8057.82,0.064,108,active,0.848,47027.32
ORG-200704,MCH-100704,PTR-003,Convenience Store,MD,2025-06-05,2025-09-04,120201.14,3,620,medium,26991.7,1.087,29339.98,2348.28,0.08,91,completed,1.0,29339.98
ORG-200705,MCH-100705,PTR-004,Wellness Clinic,CA,2022-01-09,2022-06-12,103692.64,1,570,medium,43233.9,1.298,56117.6,12883.7,0.105,154,active,0.98,54995.25
ORG-200706,MCH-100706,PTR-002,E-commerce Retail,OH,2022-06-08,2022-08-08,158434.86,2,530,medium,39507.01,1.342,53018.41,13511.4,0.164,61,active,0.816,43263.02
ORG-200707,MCH-100707,PTR-001,Restaurant,PA,2023-01-27,2023-04-17,22867.47,0,612,high,7625.65,1.266,9654.07,2028.42,0.158,80,completed,1.0,9654.07
ORG-200708,MCH-100708,PTR-005,Restaurant,IL,2024-09-17,2024-12-24,223035.7,2,710,high,84035.03,1.231,103447.12,19412.09,0.141,98,completed,1.0,103447.12
ORG-200709,MCH-100709,PTR-003,Auto Repair,CO,2024-01-17,2024-03-30,53881.1,1,673,medium,11576.02,1.12,12965.14,1389.12,0.098,73,paid_off_early,1.0,12965.14
ORG-200710,MCH-100710,PTR-002,E-commerce Retail,GA,2025-04-28,2025-09-06,9563.34,2,609,medium,3472.95,1.209,4198.8,725.85,0.1,131,completed,1.0,4198.8
ORG-200711,MCH-100711,PTR-001,Restaurant,OR,2022-05-06,2022-07-28,78782.44,0,722,high,29163.9,1.134,33071.86,3907.96,0.151,83,active,0.98,32410.42
ORG-200712,MCH-100712,PTR-005,Food Truck,MI,2025-05-28,2025-10-02,34217.42,1,695,medium,10676.27,1.203,12843.55,2167.28,0.088,127,completed,1.0,12843.55
ORG-200713,MCH-100713,PTR-003,Convenience Store,MD,2022-01-19,2022-03-20,35658.03,4,605,low,3529.91,1.304,4603.0,1073.09,0.07,60,active,0.711,3272.73
ORG-200714,MCH-100714,PTR-005,Restaurant,FL,2025-07-21,2025-09-20,76652.5,1,682,medium,20838.94,1.272,26507.13,5668.19,0.17,61,completed,1.0,26507.13
ORG-200715,MCH-100715,PTR-003,Auto Repair,OR,2022-03-12,2022-12-03,42360.86,1,607,medium,16879.05,1.115,18820.14,1941.09,0.05,266,completed,1.0,18820.14
ORG-200716,MCH-100716,PTR-001,Ghost Kitchen,IL,2022-01-08,2022-04-29,171199.75,1,521,medium,70926.45,1.345,95396.08,24469.63,0.15,111,active,0.98,93488.16
ORG-200717,MCH-100717,PTR-004,Wellness Clinic,FL,2023-04-29,2023-08-25,131199.08,1,778,medium,39894.17,1.339,53418.29,13524.12,0.103,118,completed,1.0,53418.29
ORG-200718,MCH-100718,PTR-006,Photography Studio,VA,2025-06-28,2025-11-03,242124.34,0,593,medium,86368.75,1.109,95782.94,9414.19,0.092,128,completed,1.0,95782.94
ORG-200719,MCH-100719,PTR-001,Bakery,NY,2026-01-11,2026-04-01,164885.49,3,599,high,21087.73,1.177,24820.26,3732.53,0.056,80,completed,1.0,24820.26
ORG-200720,MCH-100720,PTR-001,Ghost Kitchen,AZ,2025-09-16,2026-02-05,161336.06,0,662,low,31635.72,1.284,40620.26,8984.54,0.053,142,completed,1.0,40620.26
ORG-200721,MCH-100721,PTR-003,Convenience Store,NY,2026-01-15,2026-07-31,203235.83,2,598,medium,83774.97,1.325,111001.84,27226.87,0.083,197,completed,1.0,111001.84
ORG-200722,MCH-100722,PTR-005,Food Truck,AZ,2022-12-25,2023-04-08,217697.98,0,508,medium,30447.41,1.349,41073.56,10626.15,0.054,104,completed,1.0,41073.56
ORG-200723,MCH-100723,PTR-006,E-commerce Retail,NC,2025-11-12,2026-01-12,144059.21,0,635,medium,34795.59,1.176,40919.61,6124.02,0.138,61,completed,1.0,40919.61
ORG-200724,MCH-100724,PTR-002,CPG Brand,MN,2023-11-09,2024-02-12,72087.23,2,715,medium,28910.06,1.248,36079.75,7169.69,0.158,95,active,0.979,35322.08
ORG-200725,MCH-100725,PTR-003,Convenience Store,TX,2023-12-06,2024-02-04,201161.09,3,700,medium,28809.43,1.26,36299.88,7490.45,0.17,60,active,0.809,29366.6
ORG-200726,MCH-100726,PTR-004,Yoga Studio,NJ,2023-06-12,2023-09-12,182032.31,2,739,high,23701.28,1.283,30408.74,6707.46,0.054,92,completed,1.0,30408.74
ORG-200727,MCH-100727,PTR-006,Photography Studio,MD,2026-04-07,2026-07-31,138644.4,4,540,high,35140.07,1.107,38900.06,3759.99,0.073,115,active,0.974,37888.66
ORG-200728,MCH-100728,PTR-001,Ghost Kitchen,PA,2025-04-13,2025-08-09,68193.05,3,619,low,27877.31,1.311,36547.15,8669.84,0.136,118,completed,1.0,36547.15
ORG-200729,MCH-100729,PTR-005,Bar,NC,2025-10-23,2026-01-27,206463.46,0,531,medium,55269.18,1.292,71407.78,16138.6,0.108,96,completed,1.0,71407.78
ORG-200730,MCH-100730,PTR-002,Marketplace Reseller,MI,2024-03-29,2024-08-08,142298.28,0,568,medium,50838.82,1.126,57244.51,6405.69,0.091,132,completed,1.0,57244.51
ORG-200731,MCH-100731,PTR-004,Fitness Studio,FL,2022-03-06,2022-06-29,140009.08,0,501,medium,37189.24,1.178,43808.92,6619.68,0.081,115,default,0.457,20020.68
ORG-200732,MCH-100732,PTR-006,Creative Services,NC,2023-12-26,2024-06-12,186663.6,1,649,medium,52346.46,1.13,59151.5,6805.04,0.056,169,active,0.79,46729.69
ORG-200733,MCH-100733,PTR-004,Spa,CA,2022-04-06,2022-08-16,98085.78,1,647,medium,31093.6,1.209,37592.16,6498.56,0.087,132,active,0.749,28156.53
ORG-200734,MCH-100734,PTR-004,Fitness Studio,GA,2025-08-05,2025-10-04,99331.88,1,808,low,10263.17,1.211,12428.7,2165.53,0.128,60,active,0.955,11869.41
ORG-200735,MCH-100735,PTR-001,Cafe,TX,2024-09-09,2024-11-08,99263.13,4,546,low,11315.17,1.115,12616.41,1301.24,0.07,60,active,0.767,9676.79
ORG-200736,MCH-100736,PTR-003,Convenience Store,MN,2023-11-19,2024-01-18,153264.72,0,798,medium,14782.61,1.155,17073.91,2291.3,0.161,60,delinquent,0.396,6761.27
ORG-200737,MCH-100737,PTR-002,E-commerce Retail,WA,2024-05-07,2024-07-16,152323.4,5,617,medium,28327.04,1.314,37221.73,8894.69,0.104,70,completed,1.0,37221.73
ORG-200738,MCH-100738,PTR-002,Marketplace Reseller,CA,2025-11-16,2026-04-25,128901.04,1,658,medium,48893.74,1.111,54320.95,5427.21,0.079,160,active,0.98,53234.53
ORG-200739,MCH-100739,PTR-003,Convenience Store,NJ,2024-03-20,2024-05-27,225323.33,4,534,medium,66147.5,1.09,72100.78,5953.28,0.141,68,active,0.909,65539.61
ORG-200740,MCH-100740,PTR-006,Photography Studio,NJ,2026-03-15,2026-05-14,176374.77,0,782,high,20450.63,1.277,26115.45,5664.82,0.123,60,completed,1.0,26115.45
ORG-200741,MCH-100741,PTR-004,Wellness Clinic,CA,2022-09-29,2023-04-26,123729.01,0,653,medium,49660.8,1.271,63118.88,13458.08,0.073,209,completed,1.0,63118.88
ORG-200742,MCH-100742,PTR-006,E-commerce Retail,GA,2022-04-25,2022-06-24,121124.86,0,766,medium,20037.24,1.105,22141.15,2103.91,0.132,60,completed,1.0,22141.15
ORG-200743,MCH-100743,PTR-002,CPG Brand,MA,2025-01-05,2025-06-04,180092.25,1,712,high,58517.12,1.234,72210.13,13693.01,0.08,150,completed,1.0,72210.13
ORG-200744,MCH-100744,PTR-003,Salon,WA,2022-02-14,2022-06-05,76795.47,2,557,medium,18354.64,1.201,22043.92,3689.28,0.077,111,completed,1.0,22043.92
ORG-200745,MCH-100745,PTR-004,Yoga Studio,TX,2022-10-07,2022-12-06,70584.65,0,676,medium,7644.62,1.296,9907.43,2262.81,0.094,60,completed,1.0,9907.43
ORG-200746,MCH-100746,PTR-001,Bakery,CA,2022-02-23,2022-04-24,219068.19,3,639,low,22160.93,1.199,26570.96,4410.03,0.061,60,paid_off_early,1.0,26570.96
ORG-200747,MCH-100747,PTR-003,Retail Store,AZ,2026-01-21,2026-05-28,26530.81,2,635,low,7524.11,1.259,9472.85,1948.74,0.084,127,completed,1.0,9472.85
ORG-200748,MCH-100748,PTR-002,Marketplace Reseller,NJ,2022-09-24,2022-12-16,25448.44,3,672,medium,11183.24,1.114,12458.13,1274.89,0.175,83,completed,1.0,12458.13
